Timestamp,Joint,PosX,PosY,PosZ,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,JointAngle
0,LeftFinger1Metacarpal,-0.66,1.23,0.01,-33.25,61.33,0.33,-1662.48,3066.34,16.66,0.00
0,LeftFinger1Proximal,-0.69,1.23,0.02,-34.74,61.33,1.19,-1736.77,3066.34,59.55,23.33
0,LeftFinger1Distal,-0.72,1.23,0.02,-36.04,61.33,1.19,-1801.87,3066.34,59.55,30.00
0,LeftFinger1Tip,-0.75,1.23,0.02,-37.52,61.33,1.19,-1876.25,3066.34,59.55,0.00
0,LeftFinger2Metacarpal,-0.67,1.23,0.00,-33.50,61.33,-0.18,-1674.78,3066.34,-8.93,161.23
0,LeftFinger2Proximal,-0.72,1.23,0.00,-35.85,61.33,0.24,-1792.27,3066.34,11.79,21.30
0,LeftFinger2Medial,-0.76,1.23,0.00,-37.83,61.33,0.24,-1891.44,3066.34,11.79,10.00
0,LeftFinger2Distal,-0.78,1.23,0.00,-39.05,61.33,0.24,-1952.45,3066.34,11.79,0.00
0,LeftFinger2Tip,-0.80,1.23,0.00,-40.24,61.33,0.24,-2012.24,3066.34,11.79,0.00
0,LeftFinger3Metacarpal,-0.67,1.23,-0.01,-33.55,61.33,-0.64,-1677.42,3066.34,-31.86,172.57
0,LeftFinger3Proximal,-0.72,1.23,-0.01,-35.87,61.33,-0.64,-1793.63,3066.34,-31.86,11.33
0,LeftFinger3Medial,-0.76,1.23,-0.01,-37.91,61.33,-0.64,-1895.43,3066.34,-31.86,0.00
0,LeftFinger3Distal,-0.79,1.23,-0.01,-39.25,61.33,-0.64,-1962.58,3066.34,-31.86,0.00
0,LeftFinger3Tip,-0.81,1.23,-0.01,-40.55,61.33,-0.64,-2027.52,3066.34,-31.86,0.00
0,LeftFinger4Metacarpal,-0.67,1.23,-0.02,-33.54,61.33,-1.11,-1676.89,3066.34,-55.52,176.14
0,LeftFinger4Proximal,-0.71,1.23,-0.03,-35.73,61.33,-1.50,-1786.49,3066.34,-74.84,2.47
0,LeftFinger4Medial,-0.75,1.23,-0.03,-37.63,61.33,-1.50,-1881.58,3066.34,-74.84,10.00
0,LeftFinger4Distal,-0.78,1.23,-0.03,-38.86,61.33,-1.50,-1942.90,3066.34,-74.84,0.00
0,LeftFinger4Tip,-0.80,1.23,-0.03,-40.05,61.33,-1.50,-2002.61,3066.34,-74.84,0.00
0,LeftFinger5Metacarpal,-0.67,1.23,-0.03,-33.43,61.33,-1.52,-1671.36,3066.34,-75.88,179.82
0,LeftFinger5Proximal,-0.71,1.23,-0.04,-35.39,61.33,-2.23,-1769.41,3066.34,-111.57,11.06
0,LeftFinger5Medial,-0.74,1.23,-0.04,-36.93,61.33,-2.23,-1846.36,3066.34,-111.57,20.00
0,LeftFinger5Distal,-0.76,1.23,-0.04,-37.89,61.33,-2.23,-1894.72,3066.34,-111.57,0.00
0,LeftFinger5Tip,-0.78,1.23,-0.04,-38.88,61.33,-2.23,-1943.99,3066.34,-111.57,0.00
0.02,LeftFinger1Metacarpal,-0.14,0.77,-0.15,26.36,-22.61,-7.82,2980.51,-4196.97,-407.57,0.00
0.02,LeftFinger1Proximal,-0.11,0.76,-0.14,29.35,-23.31,-8.24,3204.44,-4231.78,-471.73,63.23
0.02,LeftFinger1Distal,-0.11,0.73,-0.14,30.75,-24.60,-8.33,3339.18,-4296.58,-476.05,63.35
0.02,LeftFinger1Tip,-0.11,0.71,-0.16,32.11,-25.83,-9.17,3481.87,-4357.68,-518.01,31.84
0.02,LeftFinger2Metacarpal,-0.14,0.77,-0.16,26.52,-23.06,-7.65,3001.01,-4219.19,-373.57,134.57
0.02,LeftFinger2Proximal,-0.14,0.73,-0.13,28.92,-24.95,-6.61,3238.47,-4313.81,-342.37,20.08
0.02,LeftFinger2Medial,-0.11,0.70,-0.13,32.34,-26.31,-6.49,3508.64,-4381.89,-336.12,53.29
0.02,LeftFinger2Distal,-0.09,0.70,-0.14,34.64,-26.51,-7.03,3684.44,-4391.89,-363.14,43.69
0.02,LeftFinger2Tip,-0.07,0.70,-0.15,36.78,-26.14,-7.66,3851.15,-4373.38,-394.94,28.40
0.02,LeftFinger3Metacarpal,-0.14,0.76,-0.16,26.51,-23.31,-7.57,3002.70,-4231.61,-346.83,109.22
0.02,LeftFinger3Proximal,-0.14,0.72,-0.14,28.81,-25.39,-6.54,3234.00,-4335.67,-295.12,11.33
0.02,LeftFinger3Medial,-0.12,0.68,-0.14,31.97,-27.08,-6.59,3494.00,-4420.40,-297.59,43.19
0.02,LeftFinger3Distal,-0.09,0.68,-0.15,34.58,-27.19,-7.03,3691.44,-4425.66,-319.83,53.55
0.02,LeftFinger3Tip,-0.07,0.70,-0.16,36.87,-26.53,-7.55,3871.04,-4392.91,-345.79,35.64
0.02,LeftFinger4Metacarpal,-0.14,0.76,-0.17,26.42,-23.50,-7.52,2997.97,-4241.50,-320.70,101.60
0.02,LeftFinger4Proximal,-0.14,0.71,-0.16,28.64,-25.65,-6.57,3218.47,-4349.06,-253.49,0.87
0.02,LeftFinger4Medial,-0.12,0.68,-0.17,31.71,-27.09,-6.98,3467.31,-4420.94,-274.32,47.03
0.02,LeftFinger4Distal,-0.09,0.68,-0.17,34.14,-27.09,-7.23,3650.02,-4420.92,-286.77,49.59
0.02,LeftFinger4Tip,-0.07,0.70,-0.18,36.31,-26.44,-7.47,3818.03,-4388.36,-298.71,33.09
0.02,LeftFinger5Metacarpal,-0.14,0.75,-0.18,26.25,-23.58,-7.53,2983.81,-4245.48,-300.46,105.87
0.02,LeftFinger5Proximal,-0.14,0.71,-0.18,28.31,-25.66,-6.70,3185.05,-4349.54,-223.37,9.57
0.02,LeftFinger5Medial,-0.12,0.69,-0.19,30.73,-26.69,-7.43,3383.06,-4400.76,-260.12,48.24
0.02,LeftFinger5Distal,-0.10,0.69,-0.19,32.65,-26.87,-7.43,3527.25,-4410.07,-260.12,46.31
0.02,LeftFinger5Tip,-0.09,0.69,-0.19,34.59,-26.62,-7.41,3673.32,-4397.20,-258.91,26.28
0.3533334,LeftFinger1Metacarpal,-0.14,0.77,-0.15,0.00,0.00,0.00,-79.07,67.83,23.45,0.00
0.3533334,LeftFinger1Proximal,-0.11,0.76,-0.14,0.00,0.00,0.00,-88.05,69.92,24.72,63.31
