Timestamp,Joint,PosX,PosY,PosZ,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,JointAngle
0,RightFinger1Metacarpal,0.68,1.25,0.01,33.91,62.54,0.34,1695.30,3126.86,16.99,0.00
0,RightFinger1Proximal,0.71,1.25,0.02,35.42,62.54,1.21,1771.04,3126.86,60.72,23.33
0,RightFinger1Distal,0.73,1.25,0.02,36.75,62.54,1.21,1837.43,3126.86,60.72,30.00
0,RightFinger1Tip,0.77,1.25,0.02,38.27,62.54,1.21,1913.28,3126.86,60.72,0.00
0,RightFinger2Metacarpal,0.68,1.25,0.00,34.16,62.54,-0.18,1707.83,3126.86,-9.11,161.23
0,RightFinger2Proximal,0.73,1.25,0.00,36.55,62.54,0.24,1827.65,3126.86,12.02,21.30
0,RightFinger2Medial,0.77,1.25,0.00,38.58,62.54,0.24,1928.77,3126.86,12.02,10.00
0,RightFinger2Distal,0.80,1.25,0.00,39.82,62.54,0.24,1990.98,3126.86,12.02,0.00
0,RightFinger2Tip,0.82,1.25,0.00,41.04,62.54,0.24,2051.95,3126.86,12.02,0.03
0,RightFinger3Metacarpal,0.68,1.25,-0.01,34.21,62.54,-0.65,1710.52,3126.86,-32.49,172.57
0,RightFinger3Proximal,0.73,1.25,-0.01,36.58,62.54,-0.65,1829.03,3126.86,-32.49,11.33
0,RightFinger3Medial,0.77,1.25,-0.01,38.66,62.54,-0.65,1932.84,3126.86,-32.49,0.00
0,RightFinger3Distal,0.80,1.25,-0.01,40.03,62.54,-0.65,2001.32,3126.86,-32.49,0.00
0,RightFinger3Tip,0.83,1.25,-0.01,41.35,62.54,-0.65,2067.54,3126.86,-32.49,0.00
0,RightFinger4Metacarpal,0.68,1.25,-0.02,34.20,62.54,-1.13,1709.98,3126.86,-56.62,176.14
0,RightFinger4Proximal,0.73,1.25,-0.03,36.43,62.54,-1.53,1821.75,3126.86,-76.33,2.47
0,RightFinger4Medial,0.77,1.25,-0.03,38.37,62.54,-1.53,1918.71,3126.86,-76.33,10.00
0,RightFinger4Distal,0.79,1.25,-0.03,39.62,62.54,-1.53,1981.25,3126.86,-76.33,0.00
0,RightFinger4Tip,0.82,1.25,-0.03,40.84,62.54,-1.53,2042.14,3126.86,-76.33,0.00
0,RightFinger5Metacarpal,0.68,1.25,-0.03,34.09,62.54,-1.55,1704.35,3126.86,-77.38,179.82
0,RightFinger5Proximal,0.72,1.25,-0.05,36.09,62.54,-2.28,1804.33,3126.86,-113.78,11.06
0,RightFinger5Medial,0.75,1.25,-0.05,37.66,62.54,-2.28,1882.80,3126.86,-113.78,20.00
0,RightFinger5Distal,0.77,1.25,-0.05,38.64,62.54,-2.28,1932.12,3126.86,-113.78,0.00
0,RightFinger5Tip,0.79,1.25,-0.05,39.65,62.54,-2.28,1982.35,3126.86,-113.78,0.00
0.02,RightFinger1Metacarpal,0.04,1.35,0.25,-31.66,5.11,12.13,-3278.33,-2871.53,589.55,0.00
0.02,RightFinger1Proximal,0.02,1.35,0.22,-34.25,4.75,9.92,-3483.65,-2889.25,435.46,61.41
0.02,RightFinger1Distal,0.00,1.35,0.22,-36.84,5.16,9.88,-3679.54,-2868.77,433.24,56.77
0.02,RightFinger1Tip,-0.03,1.36,0.22,-39.85,5.39,10.03,-3905.85,-2857.60,440.92,12.20
0.02,RightFinger2Metacarpal,0.04,1.35,0.26,-32.40,5.00,12.94,-3327.90,-2876.70,656.28,149.89
0.02,RightFinger2Proximal,0.00,1.38,0.23,-36.43,6.45,11.45,-3649.38,-2804.47,560.32,19.63
0.02,RightFinger2Medial,-0.03,1.37,0.22,-40.28,6.06,10.66,-3942.66,-2823.89,520.81,48.38
0.02,RightFinger2Distal,-0.06,1.37,0.21,-42.63,5.76,10.17,-4122.36,-2839.10,496.61,3.08
0.02,RightFinger2Tip,-0.08,1.36,0.20,-44.91,5.42,9.68,-4297.55,-2855.65,471.96,1.98
0.02,RightFinger3Metacarpal,0.03,1.35,0.26,-32.76,4.82,13.72,-3348.39,-2885.73,718.67,157.94
0.02,RightFinger3Proximal,-0.01,1.37,0.25,-37.03,6.04,13.00,-3680.37,-2824.79,682.49,11.33
0.02,RightFinger3Medial,-0.02,1.34,0.22,-39.70,4.53,11.71,-3917.80,-2900.49,617.99,87.43
0.02,RightFinger3Distal,-0.02,1.32,0.20,-40.99,3.52,10.79,-4050.90,-2951.08,572.01,19.98
0.02,RightFinger3Tip,-0.01,1.30,0.19,-41.97,2.51,9.99,-4166.17,-3001.14,532.20,12.39
0.02,RightFinger4Metacarpal,0.02,1.34,0.27,-33.01,4.60,14.55,-3360.24,-2896.75,784.07,136.22
0.02,RightFinger4Proximal,-0.02,1.36,0.26,-37.30,5.45,14.51,-3686.76,-2854.23,801.95,0.96
0.02,RightFinger4Medial,-0.02,1.33,0.23,-39.36,3.99,13.25,-3886.69,-2927.58,738.82,95.96
0.02,RightFinger4Distal,-0.01,1.31,0.22,-40.01,3.08,12.63,-3981.89,-2972.89,707.74,32.64
0.02,RightFinger4Tip,0.01,1.30,0.21,-40.30,2.39,12.25,-4057.10,-3007.30,688.88,21.78
0.02,RightFinger5Metacarpal,0.02,1.34,0.27,-33.03,4.36,15.29,-3355.95,-2908.90,841.93,117.07
0.02,RightFinger5Proximal,-0.02,1.35,0.27,-37.11,4.80,15.86,-3659.74,-2887.04,906.61,8.80
0.02,RightFinger5Medial,-0.02,1.32,0.25,-38.90,3.58,14.89,-3827.60,-2948.04,858.49,88.69
0.02,RightFinger5Distal,-0.02,1.31,0.24,-39.77,2.97,14.13,-3920.39,-2978.41,820.08,19.96
0.02,RightFinger5Tip,-0.02,1.30,0.22,-40.52,2.34,13.38,-4008.21,-3009.70,782.86,7.95
