Timestamp,Joint,PosX,PosY,PosZ,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,JointAngle
0,LeftFinger1Metacarpal,-0.76,1.40,0.01,-37.84,69.80,0.38,-1892.17,3489.98,18.97,0.00
0,LeftFinger1Proximal,-0.79,1.40,0.03,-39.53,69.80,1.36,-1976.71,3489.98,67.78,23.33
0,LeftFinger1Distal,-0.82,1.40,0.03,-41.02,69.80,1.36,-2050.81,3489.98,67.78,30.00
0,LeftFinger1Tip,-0.85,1.40,0.03,-42.71,69.80,1.36,-2135.46,3489.98,67.78,0.00
0,LeftFinger2Metacarpal,-0.76,1.40,0.00,-38.12,69.80,-0.20,-1906.16,3489.98,-10.16,161.23
0,LeftFinger2Proximal,-0.82,1.40,0.01,-40.80,69.80,0.27,-2039.89,3489.98,13.42,21.30
0,LeftFinger2Medial,-0.86,1.40,0.01,-43.06,69.80,0.27,-2152.76,3489.98,13.42,10.00
0,LeftFinger2Distal,-0.89,1.40,0.01,-44.44,69.80,0.27,-2222.20,3489.98,13.42,0.00
0,LeftFinger2Tip,-0.92,1.40,0.01,-45.80,69.80,0.27,-2290.25,3489.98,13.42,0.00
0,LeftFinger3Metacarpal,-0.76,1.40,-0.01,-38.18,69.80,-0.73,-1909.17,3489.98,-36.26,172.57
0,LeftFinger3Proximal,-0.82,1.40,-0.01,-40.83,69.80,-0.73,-2041.43,3489.98,-36.26,11.33
0,LeftFinger3Medial,-0.86,1.40,-0.01,-43.15,69.80,-0.73,-2157.30,3489.98,-36.26,0.00
0,LeftFinger3Distal,-0.89,1.40,-0.01,-44.67,69.80,-0.73,-2233.73,3489.98,-36.26,0.00
0,LeftFinger3Tip,-0.92,1.40,-0.01,-46.15,69.80,-0.73,-2307.64,3489.98,-36.26,0.00
0,LeftFinger4Metacarpal,-0.76,1.40,-0.03,-38.17,69.80,-1.26,-1908.56,3489.98,-63.19,176.14
0,LeftFinger4Proximal,-0.81,1.40,-0.03,-40.67,69.80,-1.70,-2033.30,3489.98,-85.18,2.47
0,LeftFinger4Medial,-0.86,1.40,-0.03,-42.83,69.80,-1.70,-2141.53,3489.98,-85.18,10.00
0,LeftFinger4Distal,-0.88,1.40,-0.03,-44.23,69.80,-1.70,-2211.33,3489.98,-85.18,0.00
0,LeftFinger4Tip,-0.91,1.40,-0.03,-45.59,69.80,-1.70,-2279.29,3489.98,-85.18,0.00
