Timestamp,Joint,PosX,PosY,PosZ,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,JointAngle
0,LeftFinger1Metacarpal,-0.71,1.31,0.01,-35.44,65.36,0.36,-1771.86,3268.08,17.76,0.00
0,LeftFinger1Proximal,-0.74,1.31,0.03,-37.02,65.36,1.27,-1851.03,3268.08,63.47,23.33
0,LeftFinger1Distal,-0.77,1.31,0.03,-38.41,65.36,1.27,-1920.41,3268.08,63.47,30.00
0,LeftFinger1Tip,-0.80,1.31,0.03,-39.99,65.36,1.27,-1999.68,3268.08,63.47,0.00
0,LeftFinger2Metacarpal,-0.71,1.31,0.00,-35.70,65.36,-0.19,-1784.96,3268.08,-9.51,161.23
0,LeftFinger2Proximal,-0.76,1.31,0.01,-38.20,65.36,0.25,-1910.18,3268.08,12.57,21.30
0,LeftFinger2Medial,-0.81,1.31,0.01,-40.32,65.36,0.25,-2015.88,3268.08,12.57,10.00
0,LeftFinger2Distal,-0.83,1.31,0.01,-41.62,65.36,0.25,-2080.90,3268.08,12.57,0.00
0,LeftFinger2Tip,-0.86,1.31,0.01,-42.89,65.36,0.25,-2144.62,3268.08,12.57,0.00
0,LeftFinger3Metacarpal,-0.72,1.31,-0.01,-35.76,65.36,-0.68,-1787.77,3268.08,-33.95,172.57
0,LeftFinger3Proximal,-0.76,1.31,-0.01,-38.23,65.36,-0.68,-1911.63,3268.08,-33.95,11.33
0,LeftFinger3Medial,-0.81,1.31,-0.01,-40.40,65.36,-0.68,-2020.13,3268.08,-33.95,0.00
0,LeftFinger3Distal,-0.84,1.31,-0.01,-41.83,65.36,-0.68,-2091.70,3268.08,-33.95,0.00
0,LeftFinger3Tip,-0.86,1.31,-0.01,-43.22,65.36,-0.68,-2160.91,3268.08,-33.95,0.00
0,LeftFinger4Metacarpal,-0.71,1.31,-0.02,-35.74,65.36,-1.18,-1787.21,3268.08,-59.17,176.14
0,LeftFinger4Proximal,-0.76,1.31,-0.03,-38.08,65.36,-1.60,-1904.02,3268.07,-79.77,2.47
0,LeftFinger4Medial,-0.80,1.31,-0.03,-40.11,65.36,-1.60,-2005.37,3268.07,-79.77,10.00
0,LeftFinger4Distal,-0.83,1.31,-0.03,-41.41,65.36,-1.60,-2070.73,3268.07,-79.77,0.00
0,LeftFinger4Tip,-0.85,1.31,-0.03,-42.69,65.36,-1.60,-2134.36,3268.08,-79.77,0.00
0,LeftFinger5Metacarpal,-0.71,1.31,-0.03,-35.63,65.36,-1.62,-1781.32,3268.08,-80.87,179.82
0,LeftFinger5Proximal,-0.75,1.31,-0.05,-37.72,65.36,-2.38,-1885.82,3268.08,-118.91,11.06
0,LeftFinger5Medial,-0.79,1.31,-0.05,-39.36,65.36,-2.38,-1967.83,3268.07,-118.91,20.00
0,LeftFinger5Distal,-0.81,1.31,-0.05,-40.39,65.36,-2.38,-2019.37,3268.08,-118.91,0.00
0,LeftFinger5Tip,-0.83,1.31,-0.05,-41.44,65.36,-2.38,-2071.88,3268.08,-118.91,0.00
0.02,LeftFinger1Metacarpal,-0.20,0.80,0.03,25.32,-25.45,1.23,3037.97,-4540.49,43.95,0.00
0.02,LeftFinger1Proximal,-0.17,0.78,0.05,28.41,-26.18,1.05,3271.77,-4576.86,-10.86,66.49
0.02,LeftFinger1Distal,-0.17,0.76,0.05,30.09,-27.49,1.39,3425.13,-4642.59,5.92,49.67
0.02,LeftFinger1Tip,-0.16,0.73,0.05,32.02,-29.04,1.38,3600.57,-4720.04,5.64,14.20
0.02,LeftFinger2Metacarpal,-0.20,0.79,0.02,25.70,-25.87,1.36,3070.08,-4561.41,77.45,150.68
0.02,LeftFinger2Proximal,-0.20,0.75,0.05,28.14,-28.04,2.24,3317.26,-4669.95,99.44,18.56
0.02,LeftFinger2Medial,-0.17,0.72,0.06,31.90,-29.33,2.55,3610.76,-4734.68,114.85,54.64
0.02,LeftFinger2Distal,-0.14,0.71,0.06,34.46,-29.64,2.54,3803.94,-4750.24,114.22,25.91
0.02,LeftFinger2Tip,-0.12,0.72,0.05,37.01,-29.58,2.46,3994.91,-4747.07,110.29,16.96
0.02,LeftFinger3Metacarpal,-0.20,0.79,0.01,25.86,-26.07,1.41,3080.81,-4571.71,104.58,130.63
0.02,LeftFinger3Proximal,-0.20,0.74,0.03,28.39,-28.42,2.21,3331.05,-4688.88,144.66,11.33
0.02,LeftFinger3Medial,-0.16,0.71,0.04,32.18,-29.84,2.45,3628.91,-4760.29,156.31,47.73
0.02,LeftFinger3Distal,-0.14,0.71,0.04,35.03,-29.71,2.45,3843.30,-4753.74,156.26,47.02
0.02,LeftFinger3Tip,-0.11,0.73,0.03,37.53,-28.91,2.26,4037.21,-4713.35,147.20,31.62
0.02,LeftFinger4Metacarpal,-0.20,0.78,0.01,25.95,-26.22,1.45,3084.88,-4579.06,131.46,107.71
0.02,LeftFinger4Proximal,-0.19,0.74,0.01,28.57,-28.56,2.14,3332.28,-4696.00,186.93,1.71
0.02,LeftFinger4Medial,-0.16,0.71,0.01,32.18,-29.82,2.23,3614.15,-4759.13,191.11,44.78
0.02,LeftFinger4Distal,-0.13,0.71,0.02,34.77,-29.70,2.39,3809.41,-4752.86,199.33,44.21
0.02,LeftFinger4Tip,-0.11,0.73,0.02,37.08,-28.97,2.55,3988.29,-4716.46,207.21,29.41
0.02,LeftFinger5Metacarpal,-0.19,0.78,0.00,25.92,-26.24,1.44,3077.46,-4580.27,152.83,112.15
0.02,LeftFinger5Proximal,-0.18,0.74,-0.01,28.51,-28.40,2.01,3311.19,-4688.27,219.31,7.06
0.02,LeftFinger5Medial,-0.16,0.71,-0.01,31.22,-29.64,1.90,3528.80,-4750.11,214.00,27.97
0.02,LeftFinger5Distal,-0.14,0.71,-0.01,33.22,-29.92,2.10,3680.55,-4763.91,223.97,36.27
0.02,LeftFinger5Tip,-0.12,0.71,0.00,35.26,-29.77,2.44,3834.76,-4756.76,240.84,24.47
0.3533334,LeftFinger1Metacarpal,-0.20,0.80,0.03,0.00,0.00,0.00,-75.97,76.34,-3.71,0.00
0.3533334,LeftFinger1Proximal,-0.17,0.78,0.05,0.00,0.00,0.00,-85.24,78.53,-3.17,66.47
0.3533334,LeftFinger1Distal,-0.17,0.76,0.05,0.00,0.00,0.00,-90.28,82.47,-4.17,49.72
0.3533334,LeftFinger1Tip,-0.16,0.73,0.05,0.00,0.00,0.00,-96.05,87.12,-4.16,14.21
0.3533334,LeftFinger2Metacarpal,-0.20,0.79,0.02,0.00,0.00,0.00,-77.11,77.60,-4.09,150.67
0.3533334,LeftFinger2Proximal,-0.20,0.75,0.05,0.00,0.00,0.00,-84.42,84.11,-6.73,18.56
0.3533334,LeftFinger2Medial,-0.17,0.72,0.05,0.00,0.00,0.00,-95.69,88.00,-7.66,54.70
0.3533334,LeftFinger2Distal,-0.14,0.71,0.05,0.00,0.00,0.00,-103.38,88.93,-7.62,25.89
0.3533334,LeftFinger2Tip,-0.12,0.72,0.05,0.00,0.00,0.00,-111.02,88.74,-7.38,16.97
0.3533334,LeftFinger3Metacarpal,-0.20,0.79,0.01,0.00,0.00,0.00,-77.58,78.22,-4.25,130.62
0.3533334,LeftFinger3Proximal,-0.20,0.74,0.03,0.00,0.00,0.00,-85.16,85.25,-6.65,11.33
0.3533334,LeftFinger3Medial,-0.16,0.71,0.03,0.00,0.00,0.00,-96.53,89.53,-7.35,47.73
0.3533334,LeftFinger3Distal,-0.14,0.71,0.03,0.00,0.00,0.00,-105.09,89.14,-7.35,47.00
0.3533334,LeftFinger3Tip,-0.11,0.73,0.03,0.00,0.00,0.00,-112.58,86.72,-6.80,31.61
0.3533334,LeftFinger4Metacarpal,-0.20,0.78,0.00,0.00,0.00,0.00,-77.86,78.66,-4.35,107.73
0.3533334,LeftFinger4Proximal,-0.19,0.74,0.01,0.00,0.00,0.00,-85.69,85.68,-6.44,1.71
0.3533334,LeftFinger4Medial,-0.16,0.71,0.01,0.00,0.00,0.00,-96.52,89.46,-6.69,44.81
0.3533334,LeftFinger4Distal,-0.13,0.71,0.01,0.00,0.00,0.00,-104.32,89.09,-7.18,44.16
0.3533334,LeftFinger4Tip,-0.11,0.73,0.02,0.00,0.00,0.00,-111.23,86.90,-7.66,29.37
0.3533334,LeftFinger5Metacarpal,-0.19,0.78,0.00,0.00,0.00,0.00,-77.77,78.73,-4.33,112.21
0.3533334,LeftFinger5Proximal,-0.18,0.74,-0.01,0.00,0.00,0.00,-85.52,85.21,-6.04,7.06
0.3533334,LeftFinger5Medial,-0.16,0.71,-0.01,0.00,0.00,0.00,-93.66,88.92,-5.72,27.62
0.3533334,LeftFinger5Distal,-0.14,0.71,-0.01,0.00,0.00,0.00,-99.67,89.75,-6.31,36.46
0.3533334,LeftFinger5Tip,-0.12,0.71,0.00,0.00,0.00,0.00,-105.77,89.32,-7.32,24.45
0.4350716,LeftFinger1Metacarpal,-0.20,0.80,0.03,-0.02,0.02,-0.05,-0.24,0.26,-0.61,0.00
0.4350716,LeftFinger1Proximal,-0.17,0.79,0.04,-0.02,0.02,-0.05,-0.28,0.25,-0.55,66.56
0.4350716,LeftFinger1Distal,-0.17,0.76,0.05,-0.03,0.02,-0.05,-0.33,0.25,-0.52,49.80
0.4350716,LeftFinger1Tip,-0.16,0.73,0.05,-0.03,0.02,-0.04,-0.35,0.24,-0.48,14.32
0.4350716,LeftFinger2Metacarpal,-0.20,0.79,0.02,-0.02,0.02,-0.05,-0.23,0.26,-0.61,150.68
0.4350716,LeftFinger2Proximal,-0.20,0.75,0.04,-0.02,0.02,-0.05,-0.30,0.27,-0.59,18.56
0.4350716,LeftFinger2Medial,-0.17,0.72,0.05,-0.03,0.02,-0.05,-0.32,0.26,-0.56,55.02
0.4350716,LeftFinger2Distal,-0.15,0.72,0.05,-0.03,0.02,-0.04,-0.32,0.25,-0.44,25.41
0.4350716,LeftFinger2Tip,-0.12,0.72,0.05,-0.03,0.02,-0.03,-0.32,0.23,-0.34,16.78
0.4350716,LeftFinger3Metacarpal,-0.20,0.79,0.01,-0.02,0.02,-0.05,-0.21,0.26,-0.60,131.08
0.4350716,LeftFinger3Proximal,-0.20,0.74,0.03,-0.02,0.02,-0.05,-0.26,0.26,-0.58,11.33
0.4350716,LeftFinger3Medial,-0.17,0.71,0.03,-0.02,0.02,-0.05,-0.28,0.24,-0.59,47.94
0.4350716,LeftFinger3Distal,-0.14,0.71,0.03,-0.02,0.02,-0.05,-0.28,0.19,-0.51,46.50
