Timestamp,Joint,PosX,PosY,PosZ,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,JointAngle
0,LeftFinger1Metacarpal,-0.69,1.27,0.01,-34.56,63.75,0.35,-1728.11,3187.38,17.32,0.00
0,LeftFinger1Proximal,-0.72,1.27,0.02,-36.11,63.75,1.24,-1805.32,3187.38,61.90,23.33
0,LeftFinger1Distal,-0.75,1.27,0.02,-37.46,63.75,1.24,-1873.00,3187.38,61.90,30.00
0,LeftFinger1Tip,-0.78,1.27,0.02,-39.01,63.75,1.24,-1950.31,3187.38,61.90,0.00
0,LeftFinger2Metacarpal,-0.70,1.27,0.00,-34.82,63.75,-0.19,-1740.89,3187.38,-9.28,161.23
0,LeftFinger2Proximal,-0.75,1.27,0.00,-37.26,63.75,0.25,-1863.02,3187.38,12.26,21.30
0,LeftFinger2Medial,-0.79,1.27,0.00,-39.32,63.75,0.25,-1966.10,3187.38,12.26,10.00
0,LeftFinger2Distal,-0.81,1.27,0.00,-40.59,63.75,0.25,-2029.52,3187.38,12.26,0.00
0,LeftFinger2Tip,-0.84,1.27,0.00,-41.83,63.75,0.25,-2091.67,3187.38,12.26,0.00
0,LeftFinger3Metacarpal,-0.70,1.27,-0.01,-34.87,63.75,-0.66,-1743.63,3187.38,-33.12,172.57
0,LeftFinger3Proximal,-0.75,1.27,-0.01,-37.29,63.75,-0.66,-1864.43,3187.38,-33.12,11.33
0,LeftFinger3Medial,-0.79,1.27,-0.01,-39.41,63.75,-0.66,-1970.25,3187.38,-33.12,0.00
0,LeftFinger3Distal,-0.82,1.27,-0.01,-40.80,63.75,-0.66,-2040.05,3187.38,-33.12,0.03
0,LeftFinger3Tip,-0.84,1.27,-0.01,-42.15,63.75,-0.66,-2107.56,3187.38,-33.12,0.00
0,LeftFinger4Metacarpal,-0.70,1.27,-0.02,-34.86,63.75,-1.15,-1743.08,3187.38,-57.71,176.14
0,LeftFinger4Proximal,-0.74,1.27,-0.03,-37.14,63.75,-1.56,-1857.01,3187.38,-77.80,2.47
0,LeftFinger4Medial,-0.78,1.27,-0.03,-39.12,63.75,-1.56,-1955.85,3187.38,-77.80,10.00
0,LeftFinger4Distal,-0.81,1.27,-0.03,-40.39,63.75,-1.56,-2019.60,3187.38,-77.80,0.00
0,LeftFinger4Tip,-0.83,1.27,-0.03,-41.63,63.75,-1.56,-2081.66,3187.38,-77.80,0.00
0,LeftFinger5Metacarpal,-0.69,1.27,-0.03,-34.75,63.75,-1.58,-1737.34,3187.38,-78.88,179.82
0,LeftFinger5Proximal,-0.74,1.27,-0.05,-36.79,63.75,-2.32,-1839.26,3187.38,-115.97,11.06
0,LeftFinger5Medial,-0.77,1.27,-0.05,-38.38,63.75,-2.32,-1919.24,3187.38,-115.97,20.00
0,LeftFinger5Distal,-0.79,1.27,-0.05,-39.39,63.75,-2.32,-1969.51,3187.38,-115.97,0.00
0,LeftFinger5Tip,-0.81,1.27,-0.05,-40.41,63.75,-2.32,-2020.72,3187.38,-115.97,0.00
0.02,LeftFinger1Metacarpal,-0.20,0.78,0.02,24.63,-24.71,0.49,2959.74,-4423.08,7.06,0.00
0.02,LeftFinger1Proximal,-0.17,0.77,0.04,27.44,-25.48,0.59,3177.34,-4461.43,-32.23,63.89
0.02,LeftFinger1Distal,-0.17,0.74,0.04,28.98,-26.82,0.55,3322.18,-4528.41,-34.38,59.51
0.02,LeftFinger1Tip,-0.16,0.71,0.02,30.81,-28.12,-0.24,3490.89,-4593.22,-74.10,29.36
0.02,LeftFinger2Metacarpal,-0.20,0.77,0.01,24.98,-25.16,0.65,2989.71,-4445.61,41.72,137.00
0.02,LeftFinger2Proximal,-0.21,0.73,0.04,26.92,-27.16,1.60,3209.15,-4545.45,67.91,19.18
0.02,LeftFinger2Medial,-0.18,0.70,0.05,30.18,-28.77,2.10,3474.97,-4625.84,92.52,49.81
0.02,LeftFinger2Distal,-0.16,0.69,0.05,32.59,-29.31,2.18,3658.91,-4653.10,96.72,29.29
0.02,LeftFinger2Tip,-0.14,0.69,0.05,35.07,-29.46,2.18,3844.94,-4660.33,96.75,19.21
0.02,LeftFinger3Metacarpal,-0.19,0.77,0.00,25.14,-25.41,0.73,3000.48,-4457.87,69.46,128.05
0.02,LeftFinger3Proximal,-0.20,0.72,0.02,27.18,-27.61,1.65,3223.57,-4567.96,115.60,11.33
0.02,LeftFinger3Medial,-0.18,0.69,0.02,30.56,-29.29,1.90,3498.32,-4651.98,128.14,47.35
0.02,LeftFinger3Distal,-0.15,0.69,0.03,33.35,-29.33,2.00,3707.50,-4653.75,133.36,51.44
0.02,LeftFinger3Tip,-0.13,0.70,0.03,35.84,-28.61,1.93,3899.60,-4617.90,129.64,34.38
0.02,LeftFinger4Metacarpal,-0.19,0.76,-0.01,25.25,-25.60,0.78,3005.36,-4467.43,96.78,103.44
0.02,LeftFinger4Proximal,-0.19,0.72,0.00,27.41,-27.86,1.65,3227.49,-4580.57,160.40,1.22
0.02,LeftFinger4Medial,-0.17,0.69,0.00,30.65,-29.39,1.62,3488.18,-4656.71,158.69,44.08
0.02,LeftFinger4Distal,-0.14,0.69,0.01,33.15,-29.49,1.93,3677.26,-4661.64,174.40,47.85
0.02,LeftFinger4Tip,-0.12,0.70,0.01,35.47,-28.93,2.18,3855.36,-4633.65,186.89,31.26
0.02,LeftFinger5Metacarpal,-0.19,0.76,-0.02,25.25,-25.67,0.79,2999.82,-4470.86,118.29,110.65
0.02,LeftFinger5Proximal,-0.19,0.72,-0.02,27.45,-27.83,1.57,3211.58,-4579.01,194.42,8.04
0.02,LeftFinger5Medial,-0.16,0.70,-0.02,30.23,-28.84,1.18,3430.57,-4629.40,175.10,47.33
0.02,LeftFinger5Distal,-0.15,0.69,-0.02,32.08,-29.26,1.52,3573.70,-4650.19,191.91,36.41
0.02,LeftFinger5Tip,-0.13,0.69,-0.01,34.03,-29.38,1.94,3722.45,-4656.44,212.80,17.62
0.3533334,LeftFinger1Metacarpal,-0.20,0.78,0.01,0.00,0.00,-0.01,-73.89,74.14,-1.48,0.00
0.3533334,LeftFinger1Proximal,-0.17,0.76,0.03,0.00,0.00,-0.01,-82.32,76.44,-1.80,63.82
0.3533334,LeftFinger1Distal,-0.17,0.74,0.03,0.00,0.00,0.00,-86.95,80.46,-1.67,59.56
0.3533334,LeftFinger1Tip,-0.16,0.71,0.02,0.00,0.00,0.00,-92.43,84.35,0.72,29.48
0.3533334,LeftFinger2Metacarpal,-0.20,0.77,0.01,0.00,0.00,-0.01,-74.92,75.49,-1.96,136.90
0.3533334,LeftFinger2Proximal,-0.21,0.73,0.04,0.00,0.00,-0.01,-80.76,81.48,-4.83,19.18
0.3533334,LeftFinger2Medial,-0.18,0.70,0.05,0.00,0.00,0.00,-90.53,86.30,-6.30,49.64
0.3533334,LeftFinger2Distal,-0.16,0.69,0.05,0.00,0.00,0.00,-97.76,87.94,-6.55,29.53
0.3533334,LeftFinger2Tip,-0.14,0.69,0.05,0.00,0.00,0.00,-105.19,88.37,-6.55,19.29
0.3533334,LeftFinger3Metacarpal,-0.19,0.77,0.00,0.00,0.00,-0.01,-75.41,76.23,-2.20,127.88
0.3533334,LeftFinger3Proximal,-0.20,0.72,0.02,0.00,0.00,-0.01,-81.54,82.83,-4.97,11.33
0.3533334,LeftFinger3Medial,-0.18,0.69,0.02,0.00,0.00,0.00,-91.68,87.87,-5.71,47.22
0.3533334,LeftFinger3Distal,-0.15,0.69,0.03,0.00,0.00,0.00,-100.04,87.98,-6.03,51.46
0.3533334,LeftFinger3Tip,-0.13,0.70,0.02,0.00,0.00,0.00,-107.52,85.83,-5.80,34.38
0.3533334,LeftFinger4Metacarpal,-0.19,0.76,-0.01,0.00,0.00,-0.01,-75.73,76.80,-2.36,103.43
0.3533334,LeftFinger4Proximal,-0.19,0.72,0.00,0.00,0.00,-0.01,-82.22,83.59,-4.97,1.22
0.3533334,LeftFinger4Medial,-0.17,0.69,0.00,0.00,0.00,0.00,-91.93,88.16,-4.87,43.99
0.3533334,LeftFinger4Distal,-0.14,0.68,0.01,0.00,0.00,0.00,-99.45,88.45,-5.81,47.81
0.3533334,LeftFinger4Tip,-0.12,0.70,0.01,0.00,0.00,0.00,-106.42,86.77,-6.56,31.28
0.3533334,LeftFinger5Metacarpal,-0.19,0.76,-0.02,0.00,0.00,-0.01,-75.74,77.00,-2.38,110.66
0.3533334,LeftFinger5Proximal,-0.19,0.72,-0.02,0.00,0.00,-0.01,-82.33,83.49,-4.72,8.04
0.3533334,LeftFinger5Medial,-0.16,0.70,-0.02,0.00,0.00,0.00,-90.67,86.52,-3.56,47.22
0.3533334,LeftFinger5Distal,-0.15,0.69,-0.02,0.00,0.00,0.00,-96.24,87.76,-4.57,36.24
0.3533334,LeftFinger5Tip,-0.13,0.69,-0.01,0.00,0.00,0.00,-102.10,88.14,-5.82,17.54
0.4448772,LeftFinger1Metacarpal,-0.19,0.77,0.00,0.10,-0.06,-0.13,1.08,-0.69,-1.39,0.00
