Timestamp,Joint,PosX,PosY,PosZ,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,JointAngle
0,RightFinger1Metacarpal,0.66,1.23,0.01,33.25,61.33,0.33,1662.48,3066.34,16.66,0.00
0,RightFinger1Proximal,0.69,1.23,0.02,34.74,61.33,1.19,1736.77,3066.34,59.55,23.33
0,RightFinger1Distal,0.72,1.23,0.02,36.04,61.33,1.19,1801.87,3066.34,59.55,30.00
0,RightFinger1Tip,0.75,1.23,0.02,37.52,61.33,1.19,1876.25,3066.34,59.55,0.00
0,RightFinger2Metacarpal,0.67,1.23,0.00,33.50,61.33,-0.18,1674.78,3066.34,-8.93,161.23
0,RightFinger2Proximal,0.72,1.23,0.00,35.85,61.33,0.24,1792.27,3066.34,11.79,21.30
0,RightFinger2Medial,0.76,1.23,0.00,37.83,61.33,0.24,1891.44,3066.34,11.79,10.00
0,RightFinger2Distal,0.78,1.23,0.00,39.05,61.33,0.24,1952.45,3066.34,11.79,0.02
0,RightFinger2Tip,0.80,1.23,0.00,40.24,61.33,0.24,2012.24,3066.34,11.79,0.00
0,RightFinger3Metacarpal,0.67,1.23,-0.01,33.55,61.33,-0.64,1677.42,3066.34,-31.86,172.57
0,RightFinger3Proximal,0.72,1.23,-0.01,35.87,61.33,-0.64,1793.63,3066.34,-31.86,11.33
0,RightFinger3Medial,0.76,1.23,-0.01,37.91,61.33,-0.64,1895.43,3066.34,-31.86,0.00
0,RightFinger3Distal,0.79,1.23,-0.01,39.25,61.33,-0.64,1962.58,3066.34,-31.86,0.00
0,RightFinger3Tip,0.81,1.23,-0.01,40.55,61.33,-0.64,2027.53,3066.34,-31.86,0.00
0,RightFinger4Metacarpal,0.67,1.23,-0.02,33.54,61.33,-1.11,1676.89,3066.34,-55.52,176.14
0,RightFinger4Proximal,0.71,1.23,-0.03,35.73,61.33,-1.50,1786.49,3066.34,-74.85,2.47
0,RightFinger4Medial,0.75,1.23,-0.03,37.63,61.33,-1.50,1881.58,3066.34,-74.85,10.00
0,RightFinger4Distal,0.78,1.23,-0.03,38.86,61.33,-1.50,1942.90,3066.34,-74.85,0.00
0,RightFinger4Tip,0.80,1.23,-0.03,40.05,61.33,-1.50,2002.61,3066.34,-74.85,0.00
0,RightFinger5Metacarpal,0.67,1.23,-0.03,33.43,61.33,-1.52,1671.36,3066.34,-75.88,179.82
0,RightFinger5Proximal,0.71,1.23,-0.04,35.39,61.33,-2.23,1769.41,3066.34,-111.57,11.06
0,RightFinger5Medial,0.74,1.23,-0.04,36.93,61.33,-2.23,1846.36,3066.34,-111.57,20.00
0,RightFinger5Distal,0.76,1.23,-0.04,37.89,61.33,-2.23,1894.72,3066.34,-111.57,0.00
0,RightFinger5Tip,0.78,1.23,-0.04,38.88,61.33,-2.23,1943.99,3066.34,-111.57,0.00
0.02,RightFinger1Metacarpal,0.09,1.39,0.23,-28.61,8.05,11.30,-3092.93,-2663.67,548.41,0.00
0.02,RightFinger1Proximal,0.07,1.39,0.21,-31.33,8.26,9.27,-3303.24,-2653.58,403.97,49.66
0.02,RightFinger1Distal,0.06,1.42,0.21,-33.16,9.44,9.15,-3459.91,-2594.40,397.90,62.40
0.02,RightFinger1Tip,0.04,1.44,0.22,-35.39,10.59,9.73,-3645.58,-2536.72,426.91,29.50
0.02,RightFinger2Metacarpal,0.09,1.40,0.24,-28.97,8.53,12.10,-3123.27,-2639.70,613.68,136.38
0.02,RightFinger2Proximal,0.09,1.43,0.20,-31.46,10.20,9.98,-3365.38,-2556.24,487.29,20.08
0.02,RightFinger2Medial,0.05,1.44,0.19,-35.28,10.79,9.50,-3655.35,-2526.88,463.34,64.26
0.02,RightFinger2Distal,0.04,1.43,0.21,-37.14,9.95,10.12,-3809.50,-2568.59,494.16,80.67
0.02,RightFinger2Tip,0.05,1.41,0.22,-37.88,9.06,10.77,-3906.01,-2613.18,526.63,54.48
0.02,RightFinger3Metacarpal,0.09,1.40,0.25,-29.11,8.82,12.90,-3132.90,-2625.10,676.89,46.99
0.02,RightFinger3Proximal,0.08,1.44,0.22,-31.66,10.73,11.59,-3376.51,-2529.71,611.46,11.33
0.02,RightFinger3Medial,0.05,1.45,0.21,-35.57,11.40,11.16,-3673.93,-2496.43,590.10,61.63
0.02,RightFinger3Distal,0.04,1.43,0.22,-37.50,10.40,11.85,-3837.35,-2546.19,624.52,87.14
0.02,RightFinger3Tip,0.05,1.42,0.24,-38.09,9.62,12.61,-3932.19,-2585.49,662.52,59.05
0.02,RightFinger4Metacarpal,0.09,1.41,0.25,-29.18,9.07,13.77,-3136.01,-2612.70,743.93,32.95
0.02,RightFinger4Proximal,0.08,1.45,0.24,-31.78,11.08,13.27,-3375.24,-2512.53,738.44,0.87
0.02,RightFinger4Medial,0.04,1.46,0.23,-35.40,11.82,12.95,-3651.44,-2475.40,722.14,54.40
0.02,RightFinger4Distal,0.04,1.44,0.23,-37.02,10.68,13.16,-3793.98,-2532.42,732.82,95.71
0.02,RightFinger4Tip,0.05,1.42,0.24,-37.36,9.87,13.36,-3870.64,-2572.93,742.66,64.71
0.02,RightFinger5Metacarpal,0.09,1.41,0.26,-29.13,9.20,14.57,-3128.06,-2606.20,804.49,31.54
0.02,RightFinger5Proximal,0.07,1.45,0.25,-31.66,11.16,14.84,-3352.61,-2508.34,853.46,9.57
0.02,RightFinger5Medial,0.05,1.46,0.25,-34.64,11.70,14.78,-3578.46,-2481.24,850.80,53.65
0.02,RightFinger5Distal,0.04,1.44,0.25,-35.88,10.79,14.59,-3688.70,-2526.60,840.85,93.56
0.02,RightFinger5Tip,0.05,1.43,0.25,-36.18,10.09,14.70,-3753.13,-2561.68,846.70,63.24
0.3533334,RightFinger1Metacarpal,0.09,1.39,0.23,0.00,0.00,0.00,85.82,-24.15,-33.92,0.00
0.3533334,RightFinger1Proximal,0.07,1.39,0.21,0.00,0.00,0.00,93.99,-24.76,-27.82,49.57
0.3533334,RightFinger1Distal,0.06,1.42,0.21,0.00,0.00,0.00,99.48,-28.31,-27.46,62.51
0.3533334,RightFinger1Tip,0.04,1.44,0.22,0.00,0.00,0.00,106.15,-31.78,-29.20,29.84
0.3533334,RightFinger2Metacarpal,0.09,1.40,0.24,0.00,0.00,0.00,86.91,-25.59,-36.30,136.06
0.3533334,RightFinger2Proximal,0.09,1.43,0.20,0.00,0.00,-0.01,94.38,-30.60,-29.96,20.08
0.3533334,RightFinger2Medial,0.05,1.44,0.19,0.00,0.00,-0.01,105.84,-32.35,-28.53,62.30
0.3533334,RightFinger2Distal,0.04,1.43,0.20,0.00,0.01,-0.01,111.42,-29.85,-30.38,82.14
0.3533334,RightFinger2Tip,0.05,1.41,0.22,0.00,0.01,-0.01,113.63,-27.17,-32.33,55.34
0.3533334,RightFinger3Metacarpal,0.09,1.40,0.24,0.00,0.00,0.00,87.33,-26.47,-38.72,45.21
0.3533334,RightFinger3Proximal,0.08,1.44,0.22,0.00,0.00,-0.01,94.97,-32.19,-34.79,11.33
0.3533334,RightFinger3Medial,0.05,1.46,0.21,0.00,0.01,-0.01,106.71,-34.18,-33.52,59.48
0.3533334,RightFinger3Distal,0.03,1.44,0.22,0.00,0.01,-0.01,112.48,-31.19,-35.59,88.11
0.3533334,RightFinger3Tip,0.05,1.42,0.24,0.00,0.00,-0.01,114.28,-28.84,-37.87,59.62
0.3533334,RightFinger4Metacarpal,0.09,1.41,0.25,0.00,0.00,0.00,87.54,-27.21,-41.32,31.91
0.3533334,RightFinger4Proximal,0.08,1.45,0.23,0.00,0.00,-0.01,95.32,-33.22,-39.83,0.87
0.3533334,RightFinger4Medial,0.04,1.46,0.23,0.00,0.01,-0.01,106.19,-35.44,-38.86,52.48
0.3533334,RightFinger4Distal,0.04,1.44,0.23,0.00,0.01,-0.01,111.06,-32.02,-39.50,96.63
0.3533334,RightFinger4Tip,0.05,1.43,0.23,0.00,0.01,-0.01,112.08,-29.59,-40.09,65.21
0.3533334,RightFinger5Metacarpal,0.09,1.41,0.26,0.00,0.00,0.00,87.40,-27.60,-43.73,31.22
0.3533334,RightFinger5Proximal,0.07,1.45,0.25,0.00,0.00,-0.01,94.99,-33.47,-44.53,9.57
0.3533334,RightFinger5Medial,0.05,1.46,0.25,0.00,0.00,-0.01,103.93,-35.09,-44.38,52.27
0.3533334,RightFinger5Distal,0.04,1.44,0.24,0.00,0.01,-0.01,107.63,-32.37,-43.78,93.17
0.3533334,RightFinger5Tip,0.05,1.43,0.25,0.00,0.00,-0.01,108.54,-30.27,-44.13,63.06
0.4315951,RightFinger1Metacarpal,0.09,1.39,0.22,0.01,0.01,-0.09,0.12,0.06,-1.09,0.00
0.4315951,RightFinger1Proximal,0.07,1.39,0.20,0.01,0.02,-0.09,0.11,0.19,-1.05,50.44
0.4315951,RightFinger1Distal,0.06,1.42,0.20,0.02,0.02,-0.09,0.22,0.24,-1.07,61.95
0.4315951,RightFinger1Tip,0.04,1.44,0.21,0.02,0.03,-0.09,0.33,0.35,-1.16,29.19
0.4315951,RightFinger2Metacarpal,0.09,1.40,0.23,0.01,0.01,-0.09,0.12,0.06,-1.10,136.75
0.4315951,RightFinger2Proximal,0.09,1.43,0.20,0.01,0.00,-0.09,0.16,0.03,-1.13,20.08
0.4315951,RightFinger2Medial,0.05,1.44,0.18,0.02,0.01,-0.11,0.22,0.03,-1.32,60.87
0.4315951,RightFinger2Distal,0.04,1.43,0.20,0.03,0.00,-0.11,0.33,-0.05,-1.31,85.37
0.4315951,RightFinger2Tip,0.05,1.41,0.21,0.04,0.00,-0.12,0.56,-0.01,-1.43,57.46
0.4315951,RightFinger3Metacarpal,0.09,1.40,0.24,0.01,0.01,-0.09,0.11,0.07,-1.11,41.77
0.4315951,RightFinger3Proximal,0.08,1.44,0.21,0.01,0.00,-0.10,0.15,0.04,-1.15,11.33
0.4315951,RightFinger3Medial,0.05,1.46,0.20,0.01,0.01,-0.10,0.17,0.05,-1.19,58.94
0.4315951,RightFinger3Distal,0.04,1.44,0.21,0.03,0.00,-0.10,0.40,-0.10,-1.22,91.97
0.4315951,RightFinger3Tip,0.05,1.42,0.23,0.05,0.01,-0.12,0.72,0.04,-1.40,61.77
0.4315951,RightFinger4Metacarpal,0.09,1.41,0.24,0.01,0.01,-0.09,0.11,0.08,-1.11,23.44
0.4315951,RightFinger4Proximal,0.08,1.45,0.23,0.01,0.01,-0.10,0.14,0.06,-1.16,0.87
0.4315951,RightFinger4Medial,0.05,1.47,0.22,0.01,0.00,-0.10,0.11,-0.02,-1.21,52.86
0.4315951,RightFinger4Distal,0.04,1.44,0.22,0.03,0.00,-0.10,0.36,-0.10,-1.16,99.87
0.4315951,RightFinger4Tip,0.06,1.43,0.23,0.05,0.02,-0.09,0.63,0.25,-1.04,67.78
0.4315951,RightFinger5Metacarpal,0.09,1.41,0.25,0.01,0.01,-0.09,0.10,0.09,-1.12,26.55
0.4315951,RightFinger5Proximal,0.07,1.45,0.24,0.01,0.01,-0.10,0.12,0.08,-1.17,9.57
0.4315951,RightFinger5Medial,0.05,1.46,0.24,0.01,0.01,-0.11,0.13,0.08,-1.35,51.59
0.4315951,RightFinger5Distal,0.04,1.44,0.24,0.02,0.01,-0.11,0.26,0.02,-1.25,95.30
0.4315951,RightFinger5Tip,0.06,1.43,0.24,0.03,0.02,-0.10,0.43,0.19,-1.22,64.45
0.4967017,RightFinger1Metacarpal,0.09,1.39,0.22,0.02,-0.02,0.01,0.11,-0.45,1.49,0.00
0.4967017,RightFinger1Proximal,0.07,1.39,0.20,0.01,-0.01,0.01,0.11,-0.48,1.49,50.40
0.4967017,RightFinger1Distal,0.06,1.42,0.20,0.02,-0.01,0.02,0.04,-0.50,1.62,62.11
0.4967017,RightFinger1Tip,0.05,1.44,0.21,0.02,-0.01,0.03,0.00,-0.65,1.87,29.70
0.4967017,RightFinger2Metacarpal,0.09,1.40,0.23,0.02,-0.02,0.01,0.15,-0.46,1.52,136.44
0.4967017,RightFinger2Proximal,0.09,1.43,0.20,0.02,-0.02,0.01,0.11,-0.37,1.60,20.08
0.4967017,RightFinger2Medial,0.05,1.44,0.18,0.01,-0.03,0.02,-0.07,-0.54,1.99,62.16
0.4967017,RightFinger2Distal,0.04,1.43,0.20,0.00,-0.02,0.02,-0.41,-0.30,1.96,81.66
0.4967017,RightFinger2Tip,0.05,1.41,0.21,-0.03,-0.03,0.03,-1.13,-0.47,2.28,55.04
0.4967017,RightFinger3Metacarpal,0.09,1.40,0.24,0.02,-0.02,0.01,0.18,-0.47,1.54,46.89
